"kind","line","snippet"
"render","9881","document.addEventListener('change',e=>{const sel=e.target.closest('[data-counsel-class-select]');if(!sel)return;studentCounselClassFilter=sel.value;studentCounselSelectedStudentId='';studentPageMode='counsel';render('students');}); document.addEventListener('click',e=>{const b=e.target.closest('[data-counsel-group]');if(!b)return;window.__uepCounselGroupFilter=b.dataset.counselGroup;studentCounselSelectedStudentId='';studentPageMode='counsel';render('students');}); document.addEventListener('click',e=>{const b=e.target.closest('[data-counsel-student-clear]');if(!b)return;studentCounselSelectedStudentId='';studentPageMode='counsel';render('students');}); document.addEventListener('click',e=>{const b=e.target.closest('[data-counsel-write]');if(!b)return;openCounselSidePanel(b.dataset.counselWrite);}); document.addEventListener('click',e=>{const b=e.target.closest('[data-counsel-open-dashboard]');if(!b)return;selectedStudentId=b.dataset.counselOpenDashboard||'';const idx=(readonlyCache?.students||[]).findIndex(x=>String(x.id)===String(selectedStudentId));if(idx>=0)studentDashboardIndex=idx;studentPageMode='dashboard';render('students');});"
"render","9883","document.addEventListener('click',e=>{const b=e.target.closest('[data-counsel-student-clear]');if(!b)return;studentCounselSelectedStudentId='';studentPageMode='counsel';render('students');}); document.addEventListener('click',e=>{const b=e.target.closest('[data-counsel-write]');if(!b)return;openCounselSidePanel(b.dataset.counselWrite);}); document.addEventListener('click',e=>{const b=e.target.closest('[data-counsel-open-dashboard]');if(!b)return;selectedStudentId=b.dataset.counselOpenDashboard||'';const idx=(readonlyCache?.students||[]).findIndex(x=>String(x.id)===String(selectedStudentId));if(idx>=0)studentDashboardIndex=idx;studentPageMode='dashboard';render('students');}); let dragged=null; document.addEventListener('dragstart',e=>{const c=e.target.closest('.uep-quick-card-v0755');if(!c)return;dragged=c;e.dataTransfer.effectAllowed='move';});"
"render","9914","const current=(readonlyCache?.students||[])[studentDashboardIndex]; if(current&&String(current.id||current.studentNo||'')!==previous)touchStudentCardHeat(current); render('students'); window.scrollTo(0,0); return true;"
"render","9922","if(page===""inputs"")bindInputCenter(); if(page===""records""&&(recordMode===""curriculum""||recordMode===""sdgs""))requestAnimationFrame(()=>{ $$('[data-curriculum-workspace]').forEach(b=>b.onclick=()=>{curriculumWorkspaceMode=b.dataset.curriculumWorkspace;render('records');}); $$('[data-record-class]').forEach(b=>b.onclick=()=>{recordClassNo=b.dataset.recordClass;recordStudentId='';render('records');}); $$('[data-record-query]').forEach(b=>b.onclick=()=>{recordQueryMode=b.dataset.recordQuery||'class';render('records');});"
"render","9923","if(page===""records""&&(recordMode===""curriculum""||recordMode===""sdgs""))requestAnimationFrame(()=>{ $$('[data-curriculum-workspace]').forEach(b=>b.onclick=()=>{curriculumWorkspaceMode=b.dataset.curriculumWorkspace;render('records');}); $$('[data-record-class]').forEach(b=>b.onclick=()=>{recordClassNo=b.dataset.recordClass;recordStudentId='';render('records');}); $$('[data-record-query]').forEach(b=>b.onclick=()=>{recordQueryMode=b.dataset.recordQuery||'class';render('records');}); $$('[data-record-student]').forEach(b=>b.onclick=()=>{recordStudentId=b.dataset.recordStudent;recordQueryMode='student';render('records');});"
"render","9924","$$('[data-curriculum-workspace]').forEach(b=>b.onclick=()=>{curriculumWorkspaceMode=b.dataset.curriculumWorkspace;render('records');}); $$('[data-record-class]').forEach(b=>b.onclick=()=>{recordClassNo=b.dataset.recordClass;recordStudentId='';render('records');}); $$('[data-record-query]').forEach(b=>b.onclick=()=>{recordQueryMode=b.dataset.recordQuery||'class';render('records');}); $$('[data-record-student]').forEach(b=>b.onclick=()=>{recordStudentId=b.dataset.recordStudent;recordQueryMode='student';render('records');}); $('[data-curriculum-error-only]')?.addEventListener('click',()=>{curriculumErrorOnly=!curriculumErrorOnly;render('records');});"
"render","9925","$$('[data-record-class]').forEach(b=>b.onclick=()=>{recordClassNo=b.dataset.recordClass;recordStudentId='';render('records');}); $$('[data-record-query]').forEach(b=>b.onclick=()=>{recordQueryMode=b.dataset.recordQuery||'class';render('records');}); $$('[data-record-student]').forEach(b=>b.onclick=()=>{recordStudentId=b.dataset.recordStudent;recordQueryMode='student';render('records');}); $('[data-curriculum-error-only]')?.addEventListener('click',()=>{curriculumErrorOnly=!curriculumErrorOnly;render('records');}); $('[data-curriculum-error-type]')?.addEventListener('change',e=>{curriculumErrorType=e.target.value;render('records');});"
"render","9926","$$('[data-record-query]').forEach(b=>b.onclick=()=>{recordQueryMode=b.dataset.recordQuery||'class';render('records');}); $$('[data-record-student]').forEach(b=>b.onclick=()=>{recordStudentId=b.dataset.recordStudent;recordQueryMode='student';render('records');}); $('[data-curriculum-error-only]')?.addEventListener('click',()=>{curriculumErrorOnly=!curriculumErrorOnly;render('records');}); $('[data-curriculum-error-type]')?.addEventListener('change',e=>{curriculumErrorType=e.target.value;render('records');}); $$('[data-curriculum-term]').forEach(b=>b.onclick=()=>{curriculumTermFilter=b.dataset.curriculumTerm;curriculumSubjectKey='';render('records');});"
"render","9927","$$('[data-record-student]').forEach(b=>b.onclick=()=>{recordStudentId=b.dataset.recordStudent;recordQueryMode='student';render('records');}); $('[data-curriculum-error-only]')?.addEventListener('click',()=>{curriculumErrorOnly=!curriculumErrorOnly;render('records');}); $('[data-curriculum-error-type]')?.addEventListener('change',e=>{curriculumErrorType=e.target.value;render('records');}); $$('[data-curriculum-term]').forEach(b=>b.onclick=()=>{curriculumTermFilter=b.dataset.curriculumTerm;curriculumSubjectKey='';render('records');}); $$('[data-curriculum-subject]').forEach(b=>b.onclick=()=>{curriculumSubjectKey=b.dataset.curriculumSubject;render('records');});"
"render","9928","$('[data-curriculum-error-only]')?.addEventListener('click',()=>{curriculumErrorOnly=!curriculumErrorOnly;render('records');}); $('[data-curriculum-error-type]')?.addEventListener('change',e=>{curriculumErrorType=e.target.value;render('records');}); $$('[data-curriculum-term]').forEach(b=>b.onclick=()=>{curriculumTermFilter=b.dataset.curriculumTerm;curriculumSubjectKey='';render('records');}); $$('[data-curriculum-subject]').forEach(b=>b.onclick=()=>{curriculumSubjectKey=b.dataset.curriculumSubject;render('records');}); $$('[data-roster-sort]').forEach(b=>b.onclick=()=>{curriculumRosterSort=b.dataset.rosterSort;render('records');});"
"render","9929","$('[data-curriculum-error-type]')?.addEventListener('change',e=>{curriculumErrorType=e.target.value;render('records');}); $$('[data-curriculum-term]').forEach(b=>b.onclick=()=>{curriculumTermFilter=b.dataset.curriculumTerm;curriculumSubjectKey='';render('records');}); $$('[data-curriculum-subject]').forEach(b=>b.onclick=()=>{curriculumSubjectKey=b.dataset.curriculumSubject;render('records');}); $$('[data-roster-sort]').forEach(b=>b.onclick=()=>{curriculumRosterSort=b.dataset.rosterSort;render('records');}); $('[data-copy-current-selection-sms]')?.addEventListener('click',async()=>{try{await navigator.clipboard.writeText($('#currentSelectionSms')?.value||'');toast('보완 문자메시지를 복사했습니다.');}catch{toast('문자 복사에 실패했습니다.');}});"
"render","9930","$$('[data-curriculum-term]').forEach(b=>b.onclick=()=>{curriculumTermFilter=b.dataset.curriculumTerm;curriculumSubjectKey='';render('records');}); $$('[data-curriculum-subject]').forEach(b=>b.onclick=()=>{curriculumSubjectKey=b.dataset.curriculumSubject;render('records');}); $$('[data-roster-sort]').forEach(b=>b.onclick=()=>{curriculumRosterSort=b.dataset.rosterSort;render('records');}); $('[data-copy-current-selection-sms]')?.addEventListener('click',async()=>{try{await navigator.clipboard.writeText($('#currentSelectionSms')?.value||'');toast('보완 문자메시지를 복사했습니다.');}catch{toast('문자 복사에 실패했습니다.');}}); $('[data-copy-sdgs-supplement]')?.addEventListener('click',async()=>{try{await navigator.clipboard.writeText($('#sdgsSupplementText')?.value||'');toast('SDGs 근거 보완 질문을 복사했습니다.');}catch{toast('복사에 실패했습니다.');}});"
"render","9935","}); if(page===""recordcheck"")requestAnimationFrame(()=>{const mount=document.getElementById(""standaloneRecordcheckMount"");if(mount&&window.uepMountRecordbookValidator)window.uepMountRecordbookValidator(mount);}); $$('[data-student-page-mode]').forEach(button=>button.onclick=()=>{studentPageMode=button.dataset.studentPageMode||""list"";render(""students"");window.scrollTo(0,0);}); $$('[data-student-counsel-history]').forEach(button=>button.onclick=()=>{const id=button.dataset.studentCounselHistory;selectedStudentId=id;const idx=(readonlyCache?.students||[]).findIndex(s=>String(s.id)===String(id));if(idx>=0)studentDashboardIndex=idx;studentPageMode='dashboard';render('students');requestAnimationFrame(()=>setTimeout(()=>openCounselSidePanel(id),80));}); $$('[data-student-counsel-class]').forEach(button=>button.onclick=()=>{const next=String(button.dataset.studentCounselClass||'');studentCounselClassFilter=String(studentCounselClassFilter)===next?'':next;studentPageMode='counsel';render('students');window.scrollTo(0,0);});"
"render","9936","if(page===""recordcheck"")requestAnimationFrame(()=>{const mount=document.getElementById(""standaloneRecordcheckMount"");if(mount&&window.uepMountRecordbookValidator)window.uepMountRecordbookValidator(mount);}); $$('[data-student-page-mode]').forEach(button=>button.onclick=()=>{studentPageMode=button.dataset.studentPageMode||""list"";render(""students"");window.scrollTo(0,0);}); $$('[data-student-counsel-history]').forEach(button=>button.onclick=()=>{const id=button.dataset.studentCounselHistory;selectedStudentId=id;const idx=(readonlyCache?.students||[]).findIndex(s=>String(s.id)===String(id));if(idx>=0)studentDashboardIndex=idx;studentPageMode='dashboard';render('students');requestAnimationFrame(()=>setTimeout(()=>openCounselSidePanel(id),80));}); $$('[data-student-counsel-class]').forEach(button=>button.onclick=()=>{const next=String(button.dataset.studentCounselClass||'');studentCounselClassFilter=String(studentCounselClassFilter)===next?'':next;studentPageMode='counsel';render('students');window.scrollTo(0,0);}); $$('[data-student-stats-class]').forEach(button=>button.onclick=()=>{studentStatsClassFilter=button.dataset.studentStatsClass||'all';render('students');window.scrollTo(0,0);});"
"render","9937","$$('[data-student-page-mode]').forEach(button=>button.onclick=()=>{studentPageMode=button.dataset.studentPageMode||""list"";render(""students"");window.scrollTo(0,0);}); $$('[data-student-counsel-history]').forEach(button=>button.onclick=()=>{const id=button.dataset.studentCounselHistory;selectedStudentId=id;const idx=(readonlyCache?.students||[]).findIndex(s=>String(s.id)===String(id));if(idx>=0)studentDashboardIndex=idx;studentPageMode='dashboard';render('students');requestAnimationFrame(()=>setTimeout(()=>openCounselSidePanel(id),80));}); $$('[data-student-counsel-class]').forEach(button=>button.onclick=()=>{const next=String(button.dataset.studentCounselClass||'');studentCounselClassFilter=String(studentCounselClassFilter)===next?'':next;studentPageMode='counsel';render('students');window.scrollTo(0,0);}); $$('[data-student-stats-class]').forEach(button=>button.onclick=()=>{studentStatsClassFilter=button.dataset.studentStatsClass||'all';render('students');window.scrollTo(0,0);}); $$('[data-stat-student]').forEach(button=>button.onclick=()=>openStudentStatDetail(button.dataset.statStudent,button.dataset.statMetric));"
"render","9938","$$('[data-student-counsel-history]').forEach(button=>button.onclick=()=>{const id=button.dataset.studentCounselHistory;selectedStudentId=id;const idx=(readonlyCache?.students||[]).findIndex(s=>String(s.id)===String(id));if(idx>=0)studentDashboardIndex=idx;studentPageMode='dashboard';render('students');requestAnimationFrame(()=>setTimeout(()=>openCounselSidePanel(id),80));}); $$('[data-student-counsel-class]').forEach(button=>button.onclick=()=>{const next=String(button.dataset.studentCounselClass||'');studentCounselClassFilter=String(studentCounselClassFilter)===next?'':next;studentPageMode='counsel';render('students');window.scrollTo(0,0);}); $$('[data-student-stats-class]').forEach(button=>button.onclick=()=>{studentStatsClassFilter=button.dataset.studentStatsClass||'all';render('students');window.scrollTo(0,0);}); $$('[data-stat-student]').forEach(button=>button.onclick=()=>openStudentStatDetail(button.dataset.statStudent,button.dataset.statMetric)); $$('[data-university-badge-list]').forEach(button=>button.onclick=()=>openUniversityBadgeList(button.dataset.universityBadgeList));"
"render","10008","} $$('[data-student-admission-badge]').forEach(button=>button.onclick=()=>{admissionMode=button.dataset.studentAdmissionBadge==='inseoul'?'inseoul':'regional';admissionManagementFilter=button.dataset.admissionStage||'core';window.__focusGrowthStudentId=button.dataset.admissionStudentId||'';navigate('admissions');}); $$('[data-work-board]').forEach(button=>button.onclick=()=>{workBoardMode=button.dataset.workBoard||""home"";render(""work"");window.scrollTo(0,0);}); $$('[data-work-add]').forEach(button=>button.onclick=()=>openWorkBoardEditor(button.dataset.workAdd)); $$('[data-work-notice-detail]').forEach(button=>button.onclick=(event)=>{event.preventDefault();event.stopPropagation();openWorkNoticeDetail(button.dataset.workNoticeDetail,button.dataset.workNoticeSource||'local');});"
